2.044000000e+00 1.000000000e+05 68
68
2.044000000e+00 0.000000000e+00
2.102901330e+00 1.606584239e-28
2.163500000e+00 1.233393951e-27
2.265639010e+00 6.841414873e-27
2.372600000e+00 1.948030646e-26
2.506094470e+00 4.592470613e-26
2.647100000e+00 8.660273344e-26
2.818031230e+00 1.514639858e-25
3.000000000e+00 2.377000000e-25
3.240370350e+00 3.764709751e-25
3.500000000e+00 5.552081778e-25
4.000000000e+00 9.691000000e-25
4.750000000e+00 1.674809631e-24
5.000000000e+00 1.929000000e-24
6.000000000e+00 2.958000000e-24
7.000000000e+00 3.983000000e-24
8.000000000e+00 4.975000000e-24
9.000000000e+00 5.922000000e-24
1.000000000e+01 6.822000000e-24
1.100000000e+01 7.673000000e-24
1.200000000e+01 8.474000000e-24
1.300000000e+01 9.228000000e-24
1.400000000e+01 9.946000000e-24
1.500000000e+01 1.062000000e-23
1.600000000e+01 1.127000000e-23
1.800000000e+01 1.246000000e-23
2.000000000e+01 1.355000000e-23
2.200000000e+01 1.454000000e-23
2.400000000e+01 1.545000000e-23
2.600000000e+01 1.629000000e-23
2.800000000e+01 1.706000000e-23
3.000000000e+01 1.779000000e-23
3.464101620e+01 1.922233860e-23
4.000000000e+01 2.077000000e-23
4.472135960e+01 2.187082760e-23
5.000000000e+01 2.303000000e-23
6.000000000e+01 2.482000000e-23
6.928203240e+01 2.613040760e-23
8.000000000e+01 2.751000000e-23
8.944271920e+01 2.846830870e-23
1.000000000e+02 2.946000000e-23
1.224744880e+02 3.103300500e-23
1.500000000e+02 3.269000000e-23
1.732050810e+02 3.368486160e-23
2.000000000e+02 3.471000000e-23
2.449489750e+02 3.592860840e-23
3.000000000e+02 3.719000000e-23
4.000000000e+02 3.868000000e-23
5.000000000e+02 3.970000000e-23
6.000000000e+02 4.045000000e-23
8.000000000e+02 4.148000000e-23
1.000000000e+03 4.217000000e-23
1.500000000e+03 4.321000000e-23
2.000000000e+03 4.380000000e-23
3.000000000e+03 4.445000000e-23
4.000000000e+03 4.483000000e-23
5.000000000e+03 4.506000000e-23
6.000000000e+03 4.523000000e-23
8.000000000e+03 4.545000000e-23
1.000000000e+04 4.559000000e-23
1.500000000e+04 4.578000000e-23
2.000000000e+04 4.589000000e-23
3.000000000e+04 4.600000000e-23
4.000000000e+04 4.607000000e-23
5.000000000e+04 4.611000000e-23
6.000000000e+04 4.613000000e-23
8.000000000e+04 4.616000000e-23
1.000000000e+05 4.618000000e-23
