2.044000000e+00 1.000000000e+05 208
208
2.044000000e+00 0.000000000e+00
2.085810000e+00 5.014930000e-29
2.086687860e+00 5.288910000e-29
2.087511190e+00 5.559340000e-29
2.088283350e+00 5.825420000e-29
2.089731920e+00 6.359110000e-29
2.091000240e+00 6.866050000e-29
2.092110650e+00 7.342660000e-29
2.093082750e+00 7.786760000e-29
2.093933700e+00 8.197330000e-29
2.094678570e+00 8.574300000e-29
2.095982720e+00 9.276170000e-29
2.096961360e+00 9.840030000e-29
2.098430170e+00 1.075070000e-28
2.099900000e+00 1.174570000e-28
2.101573010e+00 1.275610000e-28
2.102828640e+00 1.357050000e-28
2.103770850e+00 1.421530000e-28
2.105184960e+00 1.524030000e-28
2.106600000e+00 1.633920000e-28
2.108447580e+00 1.772090000e-28
2.109834320e+00 1.883330000e-28
2.110874980e+00 1.971320000e-28
2.112436920e+00 2.111070000e-28
2.114000000e+00 2.260730000e-28
2.115373670e+00 2.388040000e-28
2.117435830e+00 2.592560000e-28
2.119500000e+00 2.814600000e-28
2.121596890e+00 3.037360000e-28
2.123170930e+00 3.215930000e-28
2.125534150e+00 3.503660000e-28
2.127900000e+00 3.817130000e-28
2.129984440e+00 4.086670000e-28
2.131549110e+00 4.301230000e-28
2.133898270e+00 4.644390000e-28
2.136250000e+00 5.014930000e-28
2.138932450e+00 5.426630000e-28
2.140946500e+00 5.757430000e-28
2.143971120e+00 6.291820000e-28
2.147000000e+00 6.875820000e-28
2.149470740e+00 7.340350000e-28
2.151325660e+00 7.709230000e-28
2.154111030e+00 8.297590000e-28
2.156900000e+00 8.930860000e-28
2.159918660e+00 9.599050000e-28
2.162185440e+00 1.013280000e-27
2.165590040e+00 1.098960000e-27
2.169000000e+00 1.191880000e-27
2.172864670e+00 1.294160000e-27
2.175767680e+00 1.376590000e-27
2.177947490e+00 1.441850000e-27
2.181221290e+00 1.545570000e-27
2.184500000e+00 1.656750000e-27
2.188812220e+00 1.796820000e-27
2.192051970e+00 1.909590000e-27
2.194484930e+00 1.998790000e-27
2.198139430e+00 2.140460000e-27
2.201800000e+00 2.292170000e-27
2.205042840e+00 2.421690000e-27
2.209916040e+00 2.629830000e-27
2.214800000e+00 2.855860000e-27
2.219634160e+00 3.075610000e-27
2.223266700e+00 3.251460000e-27
2.228726650e+00 3.534250000e-27
2.234200000e+00 3.841640000e-27
2.239054160e+00 4.106330000e-27
2.242701710e+00 4.316750000e-27
2.248184160e+00 4.652760000e-27
2.253680000e+00 5.014930000e-27
2.260603040e+00 5.455690000e-27
2.265809280e+00 5.811500000e-27
2.269721820e+00 6.093500000e-27
2.275603290e+00 6.542370000e-27
2.281500000e+00 7.024300000e-27
2.287848460e+00 7.519870000e-27
2.292621400e+00 7.914360000e-27
2.299799470e+00 8.545230000e-27
2.307000000e+00 9.226390000e-27
2.314760760e+00 9.935260000e-27
2.320598460e+00 1.050240000e-26
2.329382610e+00 1.141450000e-26
2.338200000e+00 1.240570000e-26
2.347938990e+00 1.345780000e-26
2.355269850e+00 1.430500000e-26
2.366309060e+00 1.567690000e-26
2.377400000e+00 1.718040000e-26
2.385557920e+00 1.824490000e-26
2.397847310e+00 1.996650000e-26
2.410200000e+00 2.185060000e-26
2.419298360e+00 2.320550000e-26
2.433010330e+00 2.539690000e-26
2.446800000e+00 2.779520000e-26
2.456516970e+00 2.944290000e-26
2.471164820e+00 3.209940000e-26
2.485900000e+00 3.499560000e-26
2.497567610e+00 3.722180000e-26
2.515171770e+00 4.082950000e-26
2.532900000e+00 4.478690000e-26
2.544637810e+00 4.739230000e-26
2.556430000e+00 5.014930000e-26
2.570186080e+00 5.329080000e-26
2.590959100e+00 5.837570000e-26
2.611900000e+00 6.394590000e-26
2.623941480e+00 6.705240000e-26
2.642107860e+00 7.199740000e-26
2.660400000e+00 7.730710000e-26
2.681375630e+00 8.315130000e-26
2.697215810e+00 8.782270000e-26
2.721151700e+00 9.532630000e-26
2.745300000e+00 1.034710000e-25
2.761088290e+00 1.085449000e-25
2.784941120e+00 1.166261000e-25
2.809000000e+00 1.253090000e-25
2.832576520e+00 1.335005000e-25
2.868312840e+00 1.468025000e-25
2.904500000e+00 1.614300000e-25
2.928086150e+00 1.706306000e-25
2.963824970e+00 1.854240000e-25
3.000000000e+00 2.015000000e-25
3.030773260e+00 2.147224000e-25
3.077526030e+00 2.362005000e-25
3.125000000e+00 2.598270000e-25
3.179229470e+00 2.866087000e-25
3.234400000e+00 3.161510000e-25
3.281223390e+00 3.405697000e-25
3.316785230e+00 3.601137000e-25
3.370851950e+00 3.915525000e-25
3.425800000e+00 4.257360000e-25
3.496813970e+00 4.688091000e-25
3.569300000e+00 5.162400000e-25
3.621972550e+00 5.496877000e-25
3.702442380e+00 6.039660000e-25
3.784700000e+00 6.636040000e-25
3.837413450e+00 7.000833000e-25
3.917863430e+00 7.585964000e-25
4.000000000e+00 8.220000000e-25
4.123105630e+00 9.136911000e-25
4.250000000e+00 1.015610000e-24
4.340798560e+00 1.084361000e-24
4.480646540e+00 1.196311600e-24
4.625000000e+00 1.319820000e-24
4.808846020e+00 1.469430300e-24
5.000000000e+00 1.636000000e-24
5.120568450e+00 1.735120100e-24
5.306894250e+00 1.895173100e-24
5.500000000e+00 2.069990000e-24
5.744562650e+00 2.279402300e-24
6.000000000e+00 2.510000000e-24
6.363961040e+00 2.818697200e-24
6.750000000e+00 3.165360000e-24
7.000000000e+00 3.381000000e-24
7.483314780e+00 3.779066600e-24
8.000000000e+00 4.224000000e-24
8.485281380e+00 4.609416500e-24
9.000000000e+00 5.030000000e-24
1.000000000e+01 5.795000000e-24
1.100000000e+01 6.519000000e-24
1.200000000e+01 7.202000000e-24
1.300000000e+01 7.845000000e-24
1.400000000e+01 8.457000000e-24
1.500000000e+01 9.036000000e-24
1.600000000e+01 9.586000000e-24
1.800000000e+01 1.060000000e-23
2.000000000e+01 1.153000000e-23
2.200000000e+01 1.238000000e-23
2.400000000e+01 1.316000000e-23
2.600000000e+01 1.387000000e-23
2.800000000e+01 1.454000000e-23
