1.148000e-05 0.000000e+00
1.148000e-05  7.513300e+06
1.150000e-05  7.521724e+06
1.150000e-05  1.126542e+07
1.180000e-05  1.145118e+07
1.190000e-05  1.150107e+07
1.220000e-05  1.163217e+07
1.230269e-05  1.166531e+07
1.273503e-05  1.178273e+07
1.333521e-05  1.185279e+07
1.400000e-05  1.183776e+07
1.479108e-05  1.173321e+07
1.570000e-05  1.153026e+07
1.659587e-05  1.127178e+07
1.678804e-05  1.120985e+07
1.778279e-05  1.088214e+07
1.800000e-05  1.080533e+07
1.905461e-05  1.043275e+07
1.927525e-05  1.035166e+07
2.041738e-05  9.937405e+06
2.070000e-05  9.832503e+06
2.213095e-05  9.318481e+06
2.230000e-05  9.257128e+06
2.310000e-05  8.968055e+06
2.310000e-05  9.608387e+06
2.371374e-05  9.448699e+06
2.400000e-05  9.376109e+06
2.426610e-05  9.304870e+06
2.430000e-05  9.295605e+06
2.483133e-05  9.150694e+06
2.550000e-05  8.975253e+06
2.580000e-05  8.897896e+06
2.600160e-05  8.843364e+06
2.630268e-05  8.761074e+06
2.700000e-05  8.574534e+06
2.786121e-05  8.354660e+06
2.800000e-05  8.317368e+06
2.890000e-05  8.078794e+06
3.000000e-05  7.803639e+06
3.019952e-05  7.751852e+06
3.126079e-05  7.482547e+06
3.230000e-05  7.233833e+06
3.235937e-05  7.219401e+06
3.260000e-05  7.159956e+06
3.400000e-05  6.827914e+06
3.467369e-05  6.676752e+06
3.570000e-05  6.442636e+06
3.715352e-05  6.132717e+06
3.758374e-05  6.040625e+06
3.935501e-05  5.682157e+06
3.981072e-05  5.593132e+06
4.168694e-05  5.240334e+06
4.220000e-05  5.147604e+06
4.466836e-05  4.726709e+06
4.500000e-05  4.673045e+06
4.731513e-05  4.315563e+06
4.800000e-05  4.215766e+06
5.069907e-05  3.848165e+06
5.128614e-05  3.773296e+06
5.150000e-05  3.746232e+06
5.432503e-05  3.412816e+06
5.500000e-05  3.338613e+06
5.821032e-05  3.011615e+06
5.900000e-05  2.937549e+06
6.309573e-05  2.589124e+06
6.382635e-05  2.532047e+06
6.800000e-05  2.239486e+06
6.839116e-05  2.214477e+06
6.918310e-05  2.164288e+06
7.328245e-05  1.929811e+06
7.500000e-05  1.842041e+06
7.585776e-05  1.799957e+06
7.852356e-05  1.677710e+06
8.317638e-05  1.490679e+06
8.413951e-05  1.455665e+06
8.485300e-05  1.430413e+06
9.120108e-05  1.229696e+06
9.440609e-05  1.143091e+06
9.500000e-05  1.127930e+06
9.900000e-05  1.033071e+06
1.080000e-04  8.568744e+05
1.083927e-04  8.501315e+05
1.188502e-04  6.948793e+05
1.220000e-04  6.558154e+05
1.244515e-04  6.275600e+05
1.318257e-04  5.522421e+05
1.364583e-04  5.110116e+05
1.412538e-04  4.728741e+05
1.479108e-04  4.262810e+05
1.531087e-04  3.940268e+05
1.584893e-04  3.642206e+05
1.659587e-04  3.278617e+05
1.720000e-04  3.018882e+05
1.800000e-04  2.718540e+05
1.862087e-04  2.513801e+05
1.949845e-04  2.257175e+05
2.065380e-04  1.973784e+05
2.089296e-04  1.921506e+05
2.344229e-04  1.463927e+05
2.630268e-04  1.112127e+05
2.691535e-04  1.051922e+05
3.000000e-04  8.098800e+04
3.090295e-04  7.534844e+04
3.273407e-04  6.551106e+04
3.548134e-04  5.387149e+04
3.758374e-04  4.677487e+04
4.027170e-04  3.948549e+04
4.048500e-04  3.897755e+04
4.048500e-04  6.974976e+05
4.073803e-04  6.887019e+05
4.120975e-04  6.705516e+05
4.155000e-04  6.578694e+05
4.216965e-04  6.393319e+05
4.450000e-04  5.863680e+05
4.550000e-04  5.626132e+05
4.570882e-04  5.571470e+05
4.677351e-04  5.304541e+05
4.786301e-04  5.021687e+05
4.850000e-04  4.866136e+05
5.188000e-04  4.118131e+05
5.248075e-04  4.002337e+05
5.308844e-04  3.889696e+05
5.432503e-04  3.681011e+05
6.000000e-04  2.901581e+05
6.025596e-04  2.872156e+05
6.100000e-04  2.788914e+05
6.237348e-04  2.637885e+05
6.531306e-04  2.350973e+05
7.000000e-04  1.966839e+05
7.413102e-04  1.696766e+05
8.035261e-04  1.378708e+05
8.128305e-04  1.337494e+05
8.609938e-04  1.149073e+05
8.912509e-04  1.049015e+05
9.225714e-04  9.558030e+04
9.885530e-04  7.934947e+04
1.011579e-03  7.457663e+04
1.059254e-03  6.586821e+04
1.083927e-03  6.190326e+04
1.096478e-03  5.997756e+04
1.174898e-03  4.961777e+04
1.216186e-03  4.512669e+04
1.230269e-03  4.372185e+04
1.244515e-03  4.234113e+04
1.364583e-03  3.275493e+04
1.396368e-03  3.071751e+04
1.428894e-03  2.880678e+04
1.479108e-03  2.616127e+04
1.603245e-03  2.081533e+04
1.717908e-03  1.710915e+04
1.757924e-03  1.602667e+04
1.840772e-03  1.403859e+04
1.883649e-03  1.313905e+04
2.000000e-03  1.105725e+04
2.065380e-03  1.007954e+04
2.187762e-03  8.521634e+03
2.264644e-03  7.704447e+03
2.398833e-03  6.512856e+03
2.483133e-03  5.888311e+03
2.576800e-03  5.277481e+03
2.630268e-03  4.966222e+03
2.818383e-03  4.047888e+03
3.019952e-03  3.299394e+03
3.054921e-03  3.187488e+03
3.090295e-03  3.079303e+03
