8.579800e-02  0.000000e+00
8.579800e-02  2.028862e+03
8.830000e-02  1.887214e+03
8.950000e-02  1.829712e+03
9.150000e-02  1.724402e+03
9.549926e-02  1.553492e+03
1.047129e-01  1.223259e+03
1.190000e-01  8.828020e+02
1.548817e-01  4.424943e+02
2.317395e-01  1.528959e+02
2.818383e-01  9.179350e+01
3.273407e-01  6.255504e+01
3.801894e-01  4.293739e+01
4.365158e-01  3.056689e+01
4.954502e-01  2.256306e+01
5.623413e-01  1.678465e+01
6.309573e-01  1.291669e+01
7.079458e-01  1.001948e+01
8.035261e-01  7.637210e+00
9.225714e-01  5.725217e+00
1.022000e+00  4.653966e+00
1.174898e+00  3.537898e+00
1.318257e+00  2.838858e+00
1.496236e+00  2.245604e+00
1.698244e+00  1.791715e+00
1.949845e+00  1.411860e+00
2.213095e+00  1.142505e+00
2.511886e+00  9.313556e-01
2.884032e+00  7.509568e-01
3.349654e+00  5.992683e-01
3.890451e+00  4.818153e-01
4.570882e+00  3.839370e-01
5.370318e+00  3.082606e-01
6.456542e+00  2.418182e-01
7.762471e+00  1.911678e-01
9.440609e+00  1.501541e-01
1.161449e+01  1.170449e-01
1.531087e+01  8.487588e-02
2.018366e+01  6.218250e-02
2.722701e+01  4.475984e-02
3.758374e+01  3.166480e-02
5.559043e+01  2.096842e-02
9.015711e+01  1.271842e-02
1.717908e+02  6.586132e-03
3.427678e+02  3.277375e-03
1.364583e+03  8.187414e-04
1.000000e+05  1.114800e-05
-1  -1
1.533000e-02  0.000000e+00
1.533000e-02  7.311979e+03
1.610000e-02  6.746920e+03
1.647000e-02  6.472660e+03
1.717908e-02  6.044287e+03
1.883649e-02  5.115826e+03
2.018366e-02  4.533872e+03
2.162719e-02  3.991073e+03
2.454709e-02  3.136827e+03
3.090295e-02  1.984120e+03
3.507519e-02  1.525016e+03
3.981072e-02  1.167644e+03
4.800000e-02  7.763980e+02
5.623413e-02  5.439898e+02
6.382635e-02  4.068169e+02
7.413102e-02  2.867344e+02
8.709636e-02  1.952505e+02
1.035142e-01  1.283804e+02
1.244515e-01  8.148966e+01
1.603245e-01  4.323769e+01
2.570396e-01  1.315282e+01
3.198895e-01  7.628391e+00
3.801894e-01  4.997145e+00
4.415705e-01  3.487667e+00
5.069907e-01  2.521868e+00
5.821032e-01  1.837247e+00
6.606935e-01  1.384058e+00
7.498942e-01  1.050160e+00
8.413951e-01  8.226523e-01
9.440609e-01  6.489693e-01
1.071519e+00  5.040395e-01
1.230269e+00  3.850978e-01
1.396368e+00  3.032511e-01
1.566751e+00  2.457833e-01
1.778279e+00  1.966368e-01
2.044000e+00  1.550499e-01
2.317395e+00  1.260476e-01
2.630268e+00  1.030118e-01
3.019952e+00  8.325903e-02
3.507519e+00  6.659272e-02
4.073803e+00  5.366062e-02
4.786301e+00  4.285451e-02
5.688529e+00  3.395474e-02
6.839116e+00  2.670159e-02
8.222427e+00  2.115958e-02
1.023293e+01  1.619629e-02
1.230269e+01  1.300882e-02
1.566751e+01  9.834318e-03
2.041738e+01  7.301500e-03
2.786121e+01  5.191826e-03
3.890451e+01  3.630309e-03
5.754399e+01  2.405598e-03
9.440609e+01  1.442873e-03
1.798871e+02  7.475521e-04
3.589219e+02  3.721146e-04
1.428894e+03  9.298298e-05
1.000000e+05  1.325800e-06
-1  -1
1.474600e-02  0.000000e+00
1.474600e-02  1.460000e+04
